pid	grp	duration	sex
881845	Sophomore	1	Male
881845	Sophomore	1	Male
881845	Junior	1	Male
881845	Junior	1	Male
881845	Junior	1	Male
881845	Senior	1	Male
881845	Senior	1	Male
881845	Senior	1	Male
881845	Senior	1	Male
881845	Sabbatical	1	Male
881845	Sabbatical	1	Male
881845	Sabbatical	1	Male
881845	Senior	1	Male
881845	Senior	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881845	Graduated	1	Male
881847	Starting Cohort	1	Female
881847	Freshman	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Freshman	1	Female
881847	Freshman	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Freshman	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Sabbatical	1	Female
881847	Transferred Out	1	Female
881847	Transferred Out	1	Female
881847	Transferred Out	1	Female
881852	Starting Cohort	1	Male
881852	Freshman	1	Male
881852	Sabbatical	1	Male
881852	Sabbatical	1	Male
881852	Sabbatical	1	Male
881852	Sabbatical	1	Male
881852	Sabbatical	1	Male
881852	Freshman	1	Male
881852	Sophomore	1	Male
881852	Sophomore	1	Male
881852	Sophomore	1	Male
881852	Junior	1	Male
881852	Junior	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881852	Graduated	1	Male
881866	Starting Cohort	1	Male
881866	Freshman	1	Male
881866	Freshman	1	Male
881866	Freshman	1	Male
881866	Freshman	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881866	Dropped Out	1	Male
881902	Starting Cohort	1	Female
881902	Freshman	1	Female
881902	Freshman	1	Female
881902	Freshman	1	Female
881902	Sophomore	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881902	Dropped Out	1	Female
881919	Starting Cohort	1	Female
881919	Freshman	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881919	Dropped Out	1	Female
881923	Starting Cohort	1	Male
881923	Freshman	1	Male
881923	Sabbatical	1	Male
881923	Sabbatical	1	Male
881923	Sabbatical	1	Male
881923	Sabbatical	1	Male
881923	Sabbatical	1	Male
881923	Sabbatical	1	Male
881923	Sabbatical	1	Male
881923	Sabbatical	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881923	Transferred Out	1	Male
881926	Starting Cohort	1	Male
881926	Freshman	1	Male
881926	Freshman	1	Male
881926	Freshman	1	Male
881926	Sophomore	1	Male
881926	Sophomore	1	Male
881926	Sophomore	1	Male
881926	Sophomore	1	Male
881926	Sophomore	1	Male
881926	Sabbatical	1	Male
881926	Sabbatical	1	Male
881926	Sabbatical	1	Male
881926	Sabbatical	1	Male
881926	Sabbatical	1	Male
881926	Sabbatical	1	Male
881926	Sabbatical	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881926	Transferred Out	1	Male
881943	Starting Cohort	1	Female
881943	Freshman	1	Female
881943	Freshman	1	Female
881943	Freshman	1	Female
881943	Sophomore	1	Female
881943	Sabbatical	1	Female
881943	Sabbatical	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881943	Dropped Out	1	Female
881951	Starting Cohort	1	Male
881951	Freshman	1	Male
881951	Freshman	1	Male
881951	Freshman	1	Male
881951	Freshman	1	Male
881951	Sophomore	1	Male
881951	Sophomore	1	Male
881951	Sophomore	1	Male
881951	Sophomore	1	Male
881951	Sophomore	1	Male
881951	Sophomore	1	Male
881951	Sophomore	1	Male
881951	Sophomore	1	Male
881951	Junior	1	Male
881951	Junior	1	Male
881951	Junior	1	Male
881951	Senior	1	Male
881951	Senior	1	Male
881951	Senior	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881951	Graduated	1	Male
881952	Starting Cohort	1	Female
881952	Freshman	1	Female
881952	Freshman	1	Female
881952	Freshman	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881952	Transferred Out	1	Female
881954	Starting Cohort	1	Female
881954	Freshman	1	Female
881954	Freshman	1	Female
881954	Sophomore	1	Female
881954	Sophomore	1	Female
881954	Junior	1	Female
881954	Junior	1	Female
881954	Junior	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881954	Graduated	1	Female
881960	Starting Cohort	1	Female
881960	Freshman	1	Female
881960	Freshman	1	Female
881960	Freshman	1	Female
881960	Sophomore	1	Female
881960	Sophomore	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sabbatical	1	Female
881960	Sophomore	1	Female
881960	Sophomore	1	Female
881960	Junior	1	Female
881960	Junior	1	Female
881960	Senior	1	Female
881960	Senior	1	Female
881960	Senior	1	Female
881960	Senior	1	Female
881960	Senior	1	Female
881960	Senior	1	Female
881960	Graduated	1	Female
881960	Graduated	1	Female
881970	Starting Cohort	1	Female
881970	Freshman	1	Female
881970	Freshman	1	Female
881970	Freshman	1	Female
881970	Sophomore	1	Female
881970	Sophomore	1	Female
881970	Sophomore	1	Female
881970	Junior	1	Female
881970	Junior	1	Female
881970	Junior	1	Female
881970	Senior	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881970	Graduated	1	Female
881975	Starting Cohort	1	Male
881975	Freshman	1	Male
881975	Freshman	1	Male
881975	Freshman	1	Male
881975	Sophomore	1	Male
881975	Sophomore	1	Male
881975	Sophomore	1	Male
881975	Junior	1	Male
881975	Junior	1	Male
881975	Junior	1	Male
881975	Junior	1	Male
881975	Senior	1	Male
881975	Senior	1	Male
881975	Senior	1	Male
881975	Senior	1	Male
881975	Senior	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
881975	Graduated	1	Male
882000	Starting Cohort	1	Female
882000	Freshman	1	Female
882000	Freshman	1	Female
882000	Freshman	1	Female
882000	Sophomore	1	Female
882000	Sophomore	1	Female
882000	Sophomore	1	Female
882000	Junior	1	Female
882000	Junior	1	Female
882000	Junior	1	Female
882000	Senior	1	Female
882000	Senior	1	Female
882000	Senior	1	Female
882000	Senior	1	Female
882000	Senior	1	Female
882000	Senior	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882000	Graduated	1	Female
882016	Starting Cohort	1	Male
882016	Freshman	1	Male
882016	Freshman	1	Male
882016	Sabbatical	1	Male
882016	Sabbatical	1	Male
882016	Sabbatical	1	Male
882016	Sabbatical	1	Male
882016	Sabbatical	1	Male
882016	Sabbatical	1	Male
882016	Sabbatical	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882016	Transferred Out	1	Male
882017	Starting Cohort	1	Male
882017	Freshman	1	Male
882017	Freshman	1	Male
882017	Freshman	1	Male
882017	Sophomore	1	Male
882017	Sophomore	1	Male
882017	Sophomore	1	Male
882017	Sophomore	1	Male
882017	Junior	1	Male
882017	Junior	1	Male
882017	Junior	1	Male
882017	Junior	1	Male
882017	Senior	1	Male
882017	Senior	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882017	Graduated	1	Male
882027	Starting Cohort	1	Male
882027	Freshman	1	Male
882027	Freshman	1	Male
882027	Freshman	1	Male
882027	Freshman	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Sabbatical	1	Male
882027	Transferred Out	1	Male
882027	Transferred Out	1	Male
882027	Transferred Out	1	Male
882027	Transferred Out	1	Male
882027	Transferred Out	1	Male
882032	Starting Cohort	1	Male
882032	Freshman	1	Male
882032	Freshman	1	Male
882032	Freshman	1	Male
882032	Sophomore	1	Male
882032	Sophomore	1	Male
882032	Junior	1	Male
882032	Junior	1	Male
882032	Senior	1	Male
882032	Senior	1	Male
882032	Senior	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882032	Graduated	1	Male
882039	Starting Cohort	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882039	Dropped Out	1	Male
882049	Starting Cohort	1	Male
882049	Freshman	1	Male
882049	Freshman	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Sabbatical	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882049	Transferred Out	1	Male
882091	Starting Cohort	1	Female
882091	Freshman	1	Female
882091	Freshman	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Sabbatical	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882091	Transferred Out	1	Female
882094	Starting Cohort	1	Female
882094	Freshman	1	Female
882094	Freshman	1	Female
882094	Freshman	1	Female
882094	Freshman	1	Female
882094	Sophomore	1	Female
882094	Sophomore	1	Female
882094	Sophomore	1	Female
882094	Junior	1	Female
882094	Junior	1	Female
882094	Junior	1	Female
882094	Junior	1	Female
882094	Junior	1	Female
882094	Junior	1	Female
882094	Senior	1	Female
882094	Senior	1	Female
882094	Senior	1	Female
882094	Senior	1	Female
882094	Senior	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882094	Graduated	1	Female
882095	Starting Cohort	1	Female
882095	Freshman	1	Female
882095	Freshman	1	Female
882095	Freshman	1	Female
882095	Freshman	1	Female
882095	Sophomore	1	Female
882095	Sophomore	1	Female
882095	Sophomore	1	Female
882095	Junior	1	Female
882095	Sabbatical	1	Female
882095	Sabbatical	1	Female
882095	Junior	1	Female
882095	Junior	1	Female
882095	Junior	1	Female
882095	Senior	1	Female
882095	Senior	1	Female
882095	Senior	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
882095	Graduated	1	Female
